,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
21557,765,MAZDA,1300,2015,Jeep,Yes,Petrol,2,201112 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
21558,1104,BMW,X5,2015,Jeep,Yes,Diesel,3,201056 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
21559,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,249053 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21560,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,188968 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21561,-,MERCEDES-BENZ,C 200,1998,Sedan,No,Petrol,2,555 km,4.0,Manual,Rear,04-May,Left wheel,Black,8
21562,-,HYUNDAI,Sonata,2011,Sedan,No,Petrol,2.4,184000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,16
21563,-,SUZUKI,SX4,2006,Jeep,No,Petrol,2,163271 km,4.0,Automatic,4x4,04-May,Left wheel,Black,2
21564,-,MITSUBISHI,Colt,1997,Hatchback,No,Petrol,1.3,300000 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,4
21565,-,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,117000 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,8
21566,-,MITSUBISHI,Airtrek,2001,Universal,Yes,CNG,2.4,254000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,4
21567,-,HYUNDAI,Sonata,2015,Sedan,No,Petrol,2.4,96000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,4
21568,-,MITSUBISHI,Airtrek,2004,Jeep,No,Petrol,2,97106 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10
21569,1292,LAND ROVER,Range Rover,2016,Jeep,Yes,Diesel,3,79496 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21570,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,160246 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21571,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,196813 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21572,-,FORD,Transit,1986,Microbus,No,Diesel,2.5 Turbo,0 km,4.0,Manual,Rear,02-Mar,Left wheel,Brown,1
21573,-,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,188000 km,4.0,Automatic,Front,04-May,Left wheel,Brown,6
21574,-,VOLKSWAGEN,Jetta,2003,Sedan,No,CNG,2.0 Turbo,189000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21575,1051,KIA,Optima,2016,Sedan,Yes,Petrol,2.4,36000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21576,915,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Diesel,3.0 Turbo,140000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12
21577,1017,JAGUAR,XJ,2017,Sedan,Yes,Petrol,2,73997 km,4.0,Automatic,Rear,04-May,Left wheel,Blue,12
21578,-,MERCEDES-BENZ,E 550,2009,Sedan,Yes,Petrol,6.3,130000 km,8.0,Automatic,Rear,04-May,Left wheel,Black,16
21579,-,FORD,Transit Connect,1994,Microbus,No,Diesel,2.5,1111111 km,4.0,Manual,Rear,04-May,Left wheel,Blue,8
21580,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403 km,4.0,Automatic,Front,04-May,Left wheel,White,0
21581,-,SUBARU,Forester cross sport,2004,Universal,No,Petrol,2.0 Turbo,155000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Silver,2
21582,1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,27021 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21583,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21584,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21585,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,326733 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21586,1823,NISSAN,Pathfinder,2018,Sedan,Yes,Petrol,3.5,20635 km,6.0,Automatic,Front,04-May,Left wheel,Blue,12
21587,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
21588,1202,HYUNDAI,Sonata sport limited,2017,Sedan,No,Petrol,2.4,32000 km,5.0,Tiptronic,Front,04-May,Left wheel,Brown,12
21589,-,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Petrol,3.5,248000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,16
21590,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,267165 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21591,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,673653 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
21592,645,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,172300 km,4.0,Variator,Front,04-May,Left wheel,Silver,12
21593,-,HONDA,Stream,2001,Minivan,No,Petrol,1.7,120000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21594,-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,112901 km,4.0,Tiptronic,Front,04-May,Left wheel,White,0
21595,-,HONDA,Civic,2008,Sedan,No,Hybrid,1.3,256000 km,4.0,Automatic,Front,04-May,Left wheel,White,8
21596,531,MINI,Cooper,2012,Sedan,Yes,Petrol,1.6 Turbo,50000 km,4.0,Automatic,Front,02-Mar,Left wheel,Brown,12
21597,746,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.5,203000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21598,474,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.4 Turbo,16800 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10
21599,765,CHEVROLET,Malibu,2015,Sedan,Yes,Petrol,2,84127 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21600,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,63210 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21601,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,113000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21602,364,CHEVROLET,Spark,2012,Sedan,Yes,Petrol,1,41740 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21603,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21604,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,40518 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
21605,-,TOYOTA,Camry,2014,Hatchback,No,Hybrid,2.5,129437 km,4.0,Automatic,Front,04-May,Left wheel,White,6
21606,645,NISSAN,Versa,2011,Hatchback,No,Petrol,1.8,125119 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
21607,-,CHEVROLET,Camaro,2015,Coupe,Yes,Petrol,3.6,84800 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Carnelian red,8
21608,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,48698 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21609,833,FORD,Transit,2015,Microbus,No,Diesel,2.2 Turbo,112500 km,4.0,Manual,Rear,04-May,Left wheel,White,1
21610,900,KIA,Sportage,2015,Jeep,No,Petrol,2.4,29000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6
21611,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,109190 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21612,900,HONDA,Cr-v,2015,Jeep,Yes,Petrol,2.4 Turbo,105600 km,4.0,Automatic,4x4,04-May,Left wheel,Black,8
21613,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,259733 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21614,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,534501 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
21615,1249,NISSAN,Altima,2017,Sedan,Yes,Petrol,2.5,130186 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21616,333,FORD,Fusion,2014,Sedan,No,Hybrid,2,108500 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
21617,833,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,193000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21618,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,61088 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21619,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,34086 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21620,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21621,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,142394 km,4.0,Automatic,Front,04-May,Left wheel,White,0
21622,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
21623,1104,BMW,X5,2015,Jeep,Yes,Diesel,3,196614 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
21624,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,316912 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
21625,1185,FORD,Escape,2009,Jeep,Yes,Petrol,2.5,139000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21626,645,NISSAN,Versa,2011,Sedan,No,Petrol,1.8,137000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
21627,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,74838 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21628,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,125358 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
21629,2070,MERCEDES-BENZ,S 63 AMG,2018,Hatchback,Yes,Petrol,4,40110 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
21630,915,MASERATI,Ghibli,2014,Sedan,Yes,Petrol,3,117526 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
21631,1327,TOYOTA,RAV 4,2018,Sedan,Yes,Petrol,2.5,70710 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
21632,528,MINI,Clubman,2014,Hatchback,Yes,Petrol,1.6,85000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Orange,12
21633,-,FORD,Transit,1997,Universal,No,Diesel,2.5,155555 km,4.0,Manual,Rear,04-May,Left wheel,Green,6
21634,832,TOYOTA,Tacoma,2014,Jeep,Yes,Petrol,2.7,64994 km,4.0,Automatic,Rear,04-May,Left wheel,Grey,12
21635,-,MITSUBISHI,Colt,2005,Sedan,No,Petrol,1.5 Turbo,205000 km,5.0,Tiptronic,Front,04-May,Right-hand drive,Silver,5
21636,917,MERCEDES-BENZ,GL 350,2013,Jeep,Yes,Diesel,3.0 Turbo,92000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12
21637,1514,LEXUS,GX 470,2011,Jeep,Yes,Petrol,4.6,210646 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
21638,-,TOYOTA,Camry,2014,Sedan,No,Hybrid,2.4,105000 km,4.0,Manual,Front,04-May,Left wheel,White,8
21639,1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,10707 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21640,690,CHEVROLET,Malibu LT,2016,Sedan,No,Petrol,1.5 Turbo,95085 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
21641,1086,CHEVROLET,Camaro,2012,Coupe,Yes,Petrol,3.6,197251 km,6.0,Automatic,Rear,02-Mar,Left wheel,White,12
21642,915,BMW,X5,2014,Jeep,Yes,Diesel,3,110715 km,6.0,Automatic,4x4,04-May,Left wheel,White,0
21643,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,79911 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21644,333,FORD,C-MAX Hybrid,2014,Sedan,No,Hybrid,2,113000 km,4.0,Automatic,Front,04-May,Left wheel,White,0
21645,-,TOYOTA,Caldina,2005,Sedan,No,Petrol,2,205000 km,4.0,Automatic,4x4,>5,Right-hand drive,Black,7
21646,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,115193 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21647,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,140000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
21648,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,36470 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21649,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,105000 km,4.0,Variator,Front,04-May,Left wheel,White,8
21650,-,HYUNDAI,Elantra,2015,Hatchback,No,Petrol,2,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
21651,-,MERCEDES-BENZ,CLS 350,2012,Sedan,Yes,Petrol,3.5,108000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12
21652,707,SUZUKI,SX4,2011,Sedan,Yes,Petrol,2,151357 km,4.0,Automatic,Front,04-May,Left wheel,White,0
21653,-,TOYOTA,Land Cruiser Prado,2019,Jeep,No,Diesel,3.0 Turbo,32000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
21654,2377,DODGE,Challenger,2016,Coupe,Yes,Petrol,5.7,50176 km,8.0,Automatic,Rear,02-Mar,Left wheel,White,12
21655,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,119299 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21656,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,331144 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
21657,-,TOYOTA,Corolla,2019,Sedan,No,Petrol,1.6,5298 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
21658,-,MERCEDES-BENZ,CLS 550,2008,Sedan,Yes,Petrol,5.5,112000 km,6.0,Automatic,Rear,04-May,Left wheel,Black,10
21659,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,216858 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
21660,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,67590 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21661,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,90754 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21662,-,FORD,Transit,2004,Microbus,No,Diesel,2.4 Turbo,180000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
21663,-,NISSAN,X-Terra,2001,Jeep,No,CNG,3.3,154000 km,6.0,Manual,Rear,04-May,Left wheel,Black,0
21664,640,JEEP,Patriot,2013,Jeep,No,Petrol,2,90987 km,4.0,Automatic,Front,04-May,Left wheel,White,8
21665,586,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,130000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Beige,12
21666,1228,FORD,Explorer,2018,Jeep,Yes,Petrol,2.3,21143 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21667,-,HYUNDAI,Veloster,2012,Coupe,No,Petrol,1.6,106955 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Black,6
21668,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,158000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21669,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,112000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
21670,707,SSANGYONG,Actyon,2011,Sedan,Yes,Diesel,2,300000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21671,-,TOYOTA,Prius,2010,Sedan,Yes,Petrol,1.8,256000 km,4.0,Variator,Front,04-May,Left wheel,Golden,6
21672,-,OPEL,Corsa,2002,Sedan,No,Petrol,1,292200 km,3.0,Manual,Front,02-Mar,Left wheel,Blue,2
21673,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21674,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,57200 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,6
21675,645,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,132000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,4
21676,502,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,133423 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21677,-,HYUNDAI,Santa FE,2011,Jeep,Yes,Petrol,3.5,135000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8
21678,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,148105 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21679,640,AUDI,A4,2013,Sedan,Yes,Petrol,2.0 Turbo,134400 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8
21680,1325,HYUNDAI,H1,2019,Minivan,Yes,Diesel,2.5,324 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21681,603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21682,-,JEEP,Grand Cherokee SRT.8,2008,Jeep,Yes,Petrol,6.1,176000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,4
21683,-,MERCEDES-BENZ,Vito,2009,Minivan,No,Diesel,2.2 Turbo,293000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Beige,2
21684,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,126690 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
21685,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21686,-,MERCEDES-BENZ,S 550,2006,Sedan,Yes,Petrol,5.5,170000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,0
21687,-,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.4,60000 km,6.0,Automatic,Front,04-May,Left wheel,White,0
21688,-,LEXUS,GS 450 hybrid,2006,Sedan,Yes,Hybrid,3.5,122000 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
21689,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,111865 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21690,639,AUDI,A4,2014,Sedan,Yes,Petrol,2,42395 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0
21691,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21692,-,MERCURY,Milan,2010,Sedan,Yes,Hybrid,2.5,120000 km,4.0,Tiptronic,Front,04-May,Left wheel,Green,10
21693,1604,MERCEDES-BENZ,CLS 63 AMG,2014,Sedan,Yes,Petrol,5.5,73173 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,12
21694,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
21695,911,MERCEDES-BENZ,Sprinter MAX,2010,Microbus,No,Diesel,2.2 Turbo,241333 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,4
21696,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,93170 km,4.0,Automatic,4x4,04-May,Left wheel,Red,0
21697,1759,TOYOTA,Camry,2006,Sedan,Yes,Petrol,2.4,206901 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21698,-,BMW,535,2010,Sedan,Yes,Petrol,3.0 Turbo,100000 km,6.0,Tiptronic,Rear,04-May,Right-hand drive,Black,6
21699,-,TOYOTA,VOXY,2004,Minivan,No,CNG,2,359000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
21700,1249,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,6000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12
21701,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,120805 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21702,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,157724 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21703,642,VOLKSWAGEN,CC,2012,Sedan,Yes,Petrol,2.0 Turbo,10000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
21704,1268,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,90000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
21705,-,MITSUBISHI,Pajero IO,2003,Jeep,No,Petrol,2,160000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Grey,2
21706,562,CHEVROLET,Cruze LIMITED LT2,2015,Sedan,Yes,Petrol,1.4 Turbo,47000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10
21707,-,VOLKSWAGEN,Passat,1999,Sedan,Yes,Petrol,1.8 Turbo,222222 km,4.0,Manual,Front,04-May,Left wheel,Black,4
21708,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,32149 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21709,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
21710,1079,TOYOTA,CHR,2018,Jeep,No,Petrol,2,29000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
21711,-,AUDI,Q5 quattro S-line,2010,Jeep,Yes,Petrol,3.2,162000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Blue,12
21712,530,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.6,55132 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21713,585,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8 Turbo,78000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Silver,8
21714,1018,BMW,335,2011,Sedan,Yes,Diesel,3,115512 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
21715,-,DODGE,Durango,2008,Jeep,No,CNG,4.7,200531 km,8.0,Automatic,4x4,04-May,Left wheel,White,6
21716,-,AUDI,A4 S line,2013,Sedan,Yes,Petrol,2.0 Turbo,69000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,8
21717,1018,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186 km,6.0,Automatic,Rear,04-May,Left wheel,White,12
21718,-,FORD,Edge,2013,Jeep,Yes,Petrol,3.7,25000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12
21719,640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,108794 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21720,1288,KIA,Sportage,2007,Jeep,Yes,Diesel,2,87352 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21721,-,OPEL,Astra,1999,Goods wagon,No,LPG,1.6,209000 km,4.0,Manual,Front,04-May,Left wheel,Green,2
21722,891,MITSUBISHI,Outlander,2016,Jeep,Yes,Petrol,2,137600 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12
21723,-,OPEL,Astra,1999,Goods wagon,No,CNG,1.6,222222 km,4.0,Manual,Front,04-May,Left wheel,Blue,4
21724,836,DAEWOO,Lacetti,2010,Sedan,Yes,Diesel,2,47221 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21725,642,BMW,528,2012,Sedan,Yes,Petrol,2.0 Turbo,129149 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12
21726,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
21727,1327,MAZDA,1300,2018,Sedan,Yes,Petrol,2.5,32802 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21728,781,MAZDA,Mazda 6,2012,Sedan,No,Petrol,2.5,119029 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
21729,1076,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,3400 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21730,640,SUBARU,XV,2013,Sedan,Yes,Petrol,2,105523 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
21731,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
21732,-,TOYOTA,Land Cruiser Prado prado,2005,Jeep,Yes,Petrol,2.7,21280 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21733,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,59858 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
21734,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,50000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
21735,-,MAZDA,MPV,2005,Minivan,No,Petrol,3,180000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
21736,583,CHEVROLET,Lacetti,2011,Sedan,Yes,Petrol,1.6,78396 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21737,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,122542 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,10
21738,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,617975 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
21739,503,TOYOTA,Aqua,2012,Hatchback,Yes,Hybrid,1.5,125143 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
21740,-,OPEL,Astra,2009,Goods wagon,No,Diesel,1.7,180000 km,4.0,Manual,Front,04-May,Left wheel,Grey,4
21741,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,51940 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21742,-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,95000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
21743,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,138070 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21744,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,138838 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
21745,640,KIA,Optima,2013,Sedan,Yes,Petrol,2,348428 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21746,-,MERCEDES-BENZ,A 170,2006,Hatchback,No,Petrol,1.7,11500 km,5.0,Tiptronic,Front,04-May,Left wheel,Black,5
21747,-,FORD,Transit,1995,Goods wagon,No,Diesel,2.5 Turbo,207888 km,4.0,Manual,Rear,04-May,Left wheel,White,0
21748,87,BMW,328,2015,Sedan,Yes,Petrol,0,131200 km,4.0,Automatic,Rear,04-May,Left wheel,White,12
21749,474,CHEVROLET,Volt,2013,Hatchback,Yes,Hybrid,1.4,181360 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
21750,836,HYUNDAI,Tucson,2010,Jeep,Yes,Petrol,2,68072 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
21751,694,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,158231 km,4.0,Automatic,Front,04-May,Left wheel,White,4
